zip_code,total_students,number_overweight,%overweight,number_obese,%obese,Num_farmersmarkets,#_of_retail_stores,Median,Mean,Pop
12856,,,,,,,3,40391,47583,221
12857,,,,,,,3,45069.0881,52856.2865,496
12858,,,,,,,2,42594,51013,47
12859,,,,,,,2,59588.238,67833.2584,2009
12860,,,,,,,12,45549.4541,57547.2129,1154
12861,,,,,,,3,41800,52870,644
12862,,,,,,,,40391,47583,27
12864,,,,,,,1,44135,54637,47
12865,370,75,20.2702702703,68,18.3783783784,1,8,50658.1236,61767.3563,3562
12866,1777,226,12.7180641531,208,11.7051209904,2,344,62848.0065,79881.2305,34669
12870,,,,,,1,19,42657.3207,51183.9001,1678
12871,1282,244,19.0327613105,244,19.0327613105,,16,58493.818,70599.3832,3627
12872,,,,,,,,42594,51013,11
12873,,,,,,,,50315.872,61224.106,741
12874,,,,,,,3,51932,67411,179
12878,,,,,,,8,44853,61832,675
12883,567,108,19.0476190476,86,15.1675485009,1,32,35618.662,50078.4934,5138
12884,,,,,,,,52531.411,60402.6221,360
12885,394,102,25.8883248731,64,16.2436548223,,28,39200.9324,54355.1907,4710
12886,,,,,,,,40391,47583,389
12887,506,90,17.7865612648,118,23.3201581028,1,20,44732.7733,52257.0124,5899
12889,,,,,,,2,,,
12901,1153,223,19.3408499566,216,18.7337380746,1,175,42031.1661,51224.9813,27169
12903,,,,,,1,5,49040,52965,88
12910,,,,,,,4,41858.1814,49214.0828,2464
12911,,,,,,,2,38688,49779,35
12912,,,,,,,8,53582.6057,66408.0203,2114
12913,,,,,,,7,50310.3925,60213.4555,994
12914,,,,,,,,38618.4363,49138.7288,919
12916,586,118,20.1365187713,136,23.2081911263,,8,39771.294,50279.9673,2028
12917,,,,,,,6,42054.7735,52405.277,1334
12918,,,,,,,,55377.1774,62554.4318,2269
12919,715,158,22.0979020979,126,17.6223776224,,14,50833,59523,2995
12920,430,90,20.9302325581,60,13.9534883721,,10,43228.4753,53723.3974,2670
12921,275,38,13.8181818182,55,20,,11,54792.0095,60851.6661,2405
12922,,,,,,,1,38922,45454,61
12923,,,,,,,1,44556,51852,625
12924,494,118,23.8866396761,80,16.1943319838,,2,38688,49779,141
12926,,,,,,,5,40693.3749,51118.3631,2054
12927,,,,,,,2,38922,45454,272
12928,,,,,,,8,53369.115,62553.7555,2115
12929,644,142,22.049689441,140,21.7391304348,,5,45749.608,52922.2552,4127
12930,,,,,,,2,37518.9501,45564.0179,614
12932,200,54,27,50,25,1,11,50673.8748,59969.2816,1372
12933,,,,,,,2,44556,51852,1
12934,,,,,,,1,44556,51852,1028
12935,540,122,22.5925925926,96,17.7777777778,,8,43206.1956,50595.2469,1852
12936,,,,,,,7,47661.9861,62895.0712,618
12937,1265,410,32.4110671937,254,20.0790513834,,8,38559,49133,1529
12939,,,,,,,1,53875,59038,167
12941,,,,,,,2,51623,73493,1286
12942,,,,,,,4,51438,59227,611
12943,,,,,,1,10,51438,59227,450
12944,,,,,,1,21,18526.8412,23833.6389,1951
12945,,,,,,,4,39164.3433,54152.8266,669
12946,441,74,16.7800453515,98,22.2222222222,3,117,46442.8636,63866.6943,5079
12950,,,,,,,6,47625,62931,710
12952,,,,,,,3,46628.668,53710.4692,600
12953,1674,332,19.8327359618,314,18.7574671446,1,72,41765.0419,54784.5839,16245
12955,,,,,,1,4,44836.7221,52544.609,390
12956,,,,,,,6,40169,51922,1495
12957,,,,,,,3,39957.1344,50681.0569,1626
12958,,,,,,,4,40944,48489,1806
12959,,,,,,,1,40944,48489,1344
12960,,,,,,,2,40169,51922,1141
12961,,,,,,,1,40169,51922,101
12962,,,,,,,7,57225.8591,66174.0247,5499
12964,,,,,,,,51438,59227,188
12965,,,,,,,,41528,49438,465
12966,,,,,,,5,40073.6511,50818.6484,2853
12967,,,,,,,2,41502.6872,49435.3606,1035
12969,,,,,,,3,47227,58442,451
12970,,,,,,1,7,53513.774,58736.7894,1237
12972,766,112,14.6214099217,138,18.0156657963,,25,52343.8144,65714.6988,5688
12973,,,,,,,,38922,45454,146
12974,513,142,27.6803118908,70,13.6452241715,1,18,40169,51922,1523
12975,,,,,,,2,,,
12976,,,,,,,,53875,59038,238
12977,,,,,,,3,44737.8372,61961.7561,2197
12978,,,,,,,,56516,62576,416
12979,,,,,,,15,50833,59523,2362
12980,,,,,,,6,37956.0082,45855.2524,1385
12981,,,,,,,6,56505.9642,62562.5556,2369
12983,878,138,15.7175398633,114,12.9840546697,3,72,44645.9752,57852.1192,6975
12985,,,,,,,,54980.8824,66233.4188,1056
12986,690,166,24.0579710145,126,18.2608695652,3,38,47140.9534,56160.448,6326
12987,,,,,,,,51568.2873,73059.9044,152
12989,,,,,,,1,53875,59038,1074
12992,1064,250,23.4962406015,198,18.6090225564,,5,61376.9522,64433.2505,4586
12993,,,,,,,17,50337.0093,59414.9525,1719
12996,,,,,,1,18,45105.1835,55563.0759,1955
12997,,,,,,,28,49960,60329,1128
12998,,,,,,,,40169,51922,532
13020,,,,,,,3,68947,81348,132
13021,3359,698,20.7799940458,552,16.43346234,1,200,45134.8238,56598.4731,40004
13024,,,,,,,,28147,35097,1707
13026,494,94,19.028340081,96,19.4331983806,,11,54743.0176,64285.5152,1874
13027,3304,618,18.7046004843,484,14.6489104116,,85,65388.1076,77621.8772,29215
13028,,,,,,,2,48667.4733,58632.4429,1394
13029,,,,,,,15,65746.9848,72814.5812,5704
13030,,,,,,,16,55318.8262,66129.0073,3963
13031,3351,558,16.6517457475,534,15.9355416294,,47,61986.0883,74707.793,15105
13032,1013,254,25.0740375123,184,18.163869694,1,40,49862.715,58703.2564,11983
13033,,,,,,,8,50343.8866,59206.1356,3957
13034,,,,,,,2,55034.3175,64870.6465,2038
13035,860,56,6.511627907,114,13.2558139535,3,35,68721.6912,90936.03,8013
13036,1895,380,20.0527704485,336,17.7308707124,,32,49542.3875,60816.3395,8510
13037,933,170,18.2207931404,144,15.4340836013,,25,57806.7323,64985.5906,8710
13039,,,,,,,60,72495.8348,79782.7879,14777
13040,,,,,,1,10,47118.7313,58560.8283,2754
13041,,,,,,,24,77707.0571,81201.5783,9758
13042,,,,,,,8,50754.576,59195.84,2383
13044,,,,,,,8,48772.8705,58780.9724,2630
13045,1531,224,14.6309601568,294,19.2031352057,2,183,43715.3431,55389.9816,28939
1305,,,,,,,1,,,
13051,,,,,,,2,88438,106386,155
13052,319,62,19.4357366771,90,28.2131661442,,10,47993.576,56857.8831,1677
13053,1258,260,20.6677265501,192,15.2623211447,,18,61019.6171,67924.5032,4239
13054,,,,,,,3,52631,61232,1558
13057,1553,238,15.3251770766,262,16.8705730844,,73,52353.1043,63144.9794,14986
13060,776,196,25.2577319588,138,17.7835051546,,16,65452.2723,69366.4943,2913
13061,,,,,,,1,54998.3534,66072.6096,1069
13062,,,,,,,,64375,90094,181
13063,518,118,22.7799227799,120,23.166023166,,7,77096.1871,91816.3878,1887
13064,,,,,,,10,45500,51666,106
13065,,,,,,,2,,,
13066,,,,,,1,46,80706.58,112209.6967,12290
13068,,,,,,,7,57048.4997,67332.0688,5463
13069,2075,360,17.3493975904,420,20.2409638554,1,87,41521.9068,53927.8565,25186
13071,,,,,,,3,54130,63455,1048
13072,,,,,,,1,47520.1201,56156.2955,1158
13073,654,130,19.877675841,108,16.5137614679,1,19,56655.8182,69792.7824,6322
13074,1112,294,26.4388489209,222,19.964028777,,10,40712.4187,49143.6567,4704
13076,,,,,,,3,56596,65285,2148
13077,1337,262,19.5961106956,220,16.454749439,1,31,56566.1783,65709.6508,6786
13078,,,,,,,15,81789.4591,105196.9221,8291
13080,,,,,,,13,61588.3956,65991.0832,3687
13081,,,,,,,4,54130,63455,1101
13082,,,,,,,4,57000.1557,68578.6364,4931
13083,,,,,,,4,31286.4563,41268.4354,1273
13084,624,148,23.7179487179,128,20.5128205128,,24,65524.7703,73562.4066,4338
13087,,,,,,,1,50448,63697,145
13088,,,,,,,75,50364.3172,59696.0969,21965
13089,,,,,,,1,,,
13090,2623,410,15.6309569196,358,13.6484940907,1,61,67537.2817,77123.5565,30795
13092,,,,,,,5,54161.8702,64360.3788,2553
13093,,,,,,,2,,,
13101,309,56,18.1229773463,50,16.1812297735,,12,50953.8796,61849.705,2457
13102,,,,,,,,54483,60680,98
13103,,,,,,,,51488.116,58676.636,325
13104,2716,282,10.382916053,348,12.8129602356,,47,85107.2236,111193.3473,14502
13108,1396,212,15.1862464183,206,14.7564469914,,26,62228.1488,74338.762,6133
13110,,,,,,,8,63868.9889,73672.4735,2413
13111,,,,,,,3,45145.8022,51816.05,1738
13112,,,,,,,5,67888.4195,78236.45,1951
13113,,,,,,,3,52324,61656,322
13114,1358,322,23.7113402062,240,17.6730486009,,23,49304.7204,58220.0933,6487
13115,,,,,,,2,63611,88824,249
13116,,,,,,,7,65356,66750,3351
13117,,,,,,,3,53255,59620,235
13118,719,174,24.2002781641,140,19.471488178,2,21,54912.7921,64139.138,6646
13119,,,,,,,2,,,
13120,658,144,21.8844984802,98,14.8936170213,,13,31029.3375,34600.3448,1962
13121,,,,,,1,3,,,
13122,,,,,,,,73235.881,98671.4632,994
13123,,,,,,,3,52761,59594,339
13124,,,,,,,,47591,58419,135
13126,3207,926,28.874337387,468,14.5930776427,1,149,46877.245,58351.2038,36649
13131,896,240,26.7857142857,148,16.5178571429,,13,47507.3843,56396.6199,4001
13132,,,,,,,3,52344.249,62622.4513,4313
13134,,,,,,,,52194,62184,118
13135,1271,334,26.2785208497,226,17.7812745869,,29,52952.2814,66008.3831,6507
13136,,,,,,,1,47591,58419,529
13137,,,,,,,1,,,
13138,,,,,,,4,88438,106386,44
13140,810,228,28.1481481481,137,16.9135802469,,15,46281.0491,55091.9692,4652
13141,,,,,,,4,55740.064,71462.1709,680
13142,723,196,27.1092669433,164,22.683264177,2,37,43949.7258,56712.1561,6553
13143,471,132,28.025477707,72,15.2866242038,,6,42889.8522,52666.8476,3315
13144,,,,,,,1,16584.9403,18921.3755,541
13145,605,108,17.8512396694,74,12.2314049587,,8,44201,58535,1857
13146,,,,,,,1,46399.1331,54038.9129,2601
13147,,,,,,,1,59678.2882,70971.8114,1194
13148,800,182,22.75,132,16.5,1,42,47507.9327,57773.0528,10808
13152,1059,152,14.3531633617,128,12.0868744098,1,37,75255.6003,113554.7154,8068
13153,,,,,,,5,65197,90450,359
13155,,,,,,,4,47591,58419,613
13156,,,,,,,1,45375.88,51760.263,2273
13157,,,,,,,14,52761,59594,913
13158,,,,,,,10,47785.3585,59478.7695,1937
13159,520,104,20,72,13.8461538462,,20,65006.348,80579.5753,5317
13160,563,89,15.8081705151,103,18.2948490231,,16,56086.7476,66564.4542,1920
13162,,,,,,,5,52631,61232,448
13163,,,,,,,5,59250,61267,334
13164,,,,,,,5,70875.519,79325.1858,1492
13165,1273,246,19.3244304792,252,19.7957580518,,57,46563.1133,54380.8467,10840
13166,604,164,27.1523178808,98,16.2251655629,,19,49302.593,59112.0643,5992
13167,,,,,,,4,49800.798,56718.1,3399
13201,,,,,,,2,,,
13202,,,,,,1,102,14319.4118,23180.9793,5360
13203,,,,,,,45,29509.1185,41040.1778,15250
13204,,,,,,,122,25653.2377,32884.738,20508
13205,,,,,,1,64,29466.392,38434.8957,19967
13206,,,,,,,72,41094.5207,48458.9092,16681
13207,,,,,,,25,42721.7769,53001.2875,14811
13208,,,,,,1,89,29887.9764,39943.0941,21502
13209,1049,230,21.92564347,194,18.4938036225,,53,47372.4493,57348.0676,13433
13210,14153,2086,14.7389246096,2536,17.9184625168,,92,23758.9726,37457.6332,27631
13211,,,,,,,31,43048.4606,51941.911,6460
13212,3982,790,19.8392767454,622,15.6202913109,,87,53847.9571,63131.8679,21246
13214,1661,190,11.4388922336,246,14.8103552077,,61,64410.9234,84322.0771,9101
13215,,,,,,,29,71865.4606,89392.0895,14187
13217,,,,,,,1,,,
13219,1248,142,11.3782051282,190,15.2243589744,1,58,59600.802,68272.8602,15773
13221,,,,,,,1,,,
13224,,,,,,,35,57498.0416,73751.8012,8993
13244,,,,,,,59,,,
13290,,,,,,,16,,,
13301,,,,,,,2,45499.8636,55176.0256,119
13302,,,,,,,4,28337.0907,33696.5939,974
13303,,,,,,,2,56927.7468,65853.5524,1248
13304,,,,,,,9,67170.8832,75864.7199,1762
13305,516,122,23.6434108527,112,21.7054263566,,4,43906,51869,268
13308,,,,,,,6,52157.4328,58781.131,3708
13309,764,194,25.3926701571,136,17.8010471204,1,26,45956.6245,55725.4378,5981
13310,,,,,,,2,52314.788,63357.762,541
13312,,,,,,,4,35694.968,48498.9677,373
13313,,,,,,,3,42760,52064,630
13314,,,,,,,4,40588,51113,324
13315,,,,,,,,46975.3287,55687.6431,1379
13316,1519,232,15.2732060566,314,20.6714944042,,25,48718.7999,55842.3171,6648
13317,,,,,,1,15,49256.1404,55331.6601,3862
13318,,,,,,,1,47563.396,57094.198,1405
13319,,,,,,,5,68210.3891,94009.714,874
13320,368,56,15.2173913043,70,19.0217391304,,10,12567.1764,15408.2265,550
13321,,,,,,,4,48666.124,79323.3854,1202
13322,,,,,,,6,56312.6845,66039.4965,1127
13323,911,156,17.124039517,146,16.0263446762,1,49,58076.9272,77938.397,10653
13324,,,,,,,5,49447.251,57988.1132,1971
13325,,,,,,,3,41719,49516,976
13326,626,92,14.696485623,102,16.2939297125,1,53,30550.0868,42555.0105,3371
13327,,,,,,,13,10247.6604,12106.2246,495
13328,,,,,,,3,54729.055,66778.9229,1210
13329,622,162,26.0450160772,92,14.7909967846,1,16,42081.3462,49478.7638,3744
13331,,,,,,,10,44767,56310,271
13332,,,,,,,7,47787.492,58880.0604,2344
13333,,,,,,,2,,,
13334,,,,,,,3,53327.0496,63402.6904,1315
13335,330,64,19.3939393939,54,16.3636363636,,5,48221,56849,1545
13337,,,,,,,1,54158,75165,833
13338,,,,,,,13,46148.8151,50016.2024,1231
13339,645,155,24.0310077519,120,18.6046511628,1,17,41769.4186,53863.002,6681
13340,1095,101,9.2237442922,184,16.803652968,,23,44686.9043,53149.1656,7976
13341,,,,,,,,65449.5845,82338.8216,86
13342,,,,,,,1,48221,56849,149
13343,,,,,,,6,41786.1946,56072.2457,1687
13345,,,,,,,2,36344.848,49606.6122,205
13346,370,44,11.8918918919,58,15.6756756757,3,43,50724.0032,69009.1239,5791
13348,,,,,,,3,44838.4245,60826.3452,1447
13350,904,182,20.1327433628,195,21.5707964602,1,61,33415.5712,44389.2235,9869
13352,,,,,,,,68897,77395,79
13353,,,,,,,,44048,69704,151
13354,862,140,16.2412993039,154,17.8654292343,1,7,63653.2781,71824.8593,3264
13355,,,,,,,3,46006.582,57525.6998,810
13356,,,,,,,1,,,
13357,1206,242,20.0663349917,240,19.9004975124,1,35,46031.6577,53832.9454,11535
13360,,,,,,,11,55473,66328,407
13361,,,,,,,,42152.341,50594.479,743
13362,,,,,,1,,51696,62608,24
13363,,,,,,,3,52254.5659,57125.4166,2631
13364,,,,,,,1,40588,51113,298
13365,754,184,24.4031830239,144,19.0981432361,1,49,41326.9952,53518.6345,8977
13367,1144,182,15.9090909091,182,15.9090909091,2,51,40890.663,52049.383,7887
13368,,,,,,1,9,38612.5828,48296.6161,1184
13401,,,,,,,1,,,
13402,326,72,22.0858895706,70,21.472392638,,7,48335.8046,60206.285,1511
13403,,,,,,,18,60111.8347,69489.7261,7460
13404,,,,,,,,44702,53968,179
13406,,,,,,,3,49327,57188,806
13407,651,160,24.5775729647,140,21.5053763441,1,12,41704.7806,51032.4373,5505
13408,485,129,26.5979381443,93,19.175257732,1,16,54198.918,64640.719,3793
13409,724,183,25.2762430939,144,19.8895027624,,5,52459.5022,62693.0004,2355
13410,,,,,,,,40929,50323,185
13411,634,126,19.8738170347,144,22.7129337539,,18,45388.9712,60866.0345,3358
13413,1567,216,13.7843012125,230,14.6777281429,,110,60096.7537,80743.1518,15990
13414,,,,,,,1,,,
13415,,,,,,,,48221,56849,99
13416,663,112,16.8929110106,122,18.4012066365,,8,49320.532,57168.456,2128
13417,284,48,16.9014084507,50,17.6056338028,,14,41780,50437,3196
13418,,,,,,,2,40588,51113,255
13420,206,36,17.4757281553,40,19.4174757282,1,54,44767,56310,1383
13421,1720,366,21.2790697674,308,17.9069767442,1,60,46963.2735,57801.9096,13513
13424,390,58,14.8717948718,70,17.9487179487,,15,1809.6688,2044.7178,75
13425,,,,,,,5,51434.5326,62382.2401,1970
13426,,,,,,,3,,,
13428,,,,,,,8,40929,50323,1646
13429,,,,,,,1,,,
13431,,,,,,,7,49871.6465,58167.8115,1945
13433,,,,,,,2,38452.1063,48176.2399,1772
13434,,,,,,,1,,,
13435,,,,,,,2,68897,77395,317
13436,,,,,,,8,55473,66328,126
13437,,,,,,,6,4376.3231,5194.2284,54
13438,313,46,14.696485623,38,12.1405750799,,9,53037.7004,61820.7714,3960
13439,276,59,21.3768115942,44,15.9420289855,1,16,42446.711,51626.8497,3690
13440,4378,1014,23.1612608497,738,16.8570123344,1,165,48745.6095,56638.6601,44190
13441,,,,,,,6,6191.1586,7137.7306,4
13450,,,,,,,2,12308.0908,15044.955,32
13452,,,,,,,10,37346.0391,44337.3589,4548
13454,,,,,,,1,49375,55773,822
13455,,,,,,,1,,,
13456,683,146,21.3762811127,96,14.055636896,,8,59809.1272,72143.7377,4206
13459,,,,,,2,9,1574.5427,1766.5644,68
13460,979,241,24.6169560776,158,16.1389172625,,12,46640.4903,60400.8096,4440
13461,,,,,,1,13,61649.3383,65732.9598,3152
13464,,,,,,,,47399.273,59446.89,1288
13468,,,,,,,2,,,
13469,,,,,,,3,62267.1306,71247.6038,781
13470,,,,,,,,42683.3976,49121.1513,763
13471,,,,,,,10,42165.8464,51405.0716,3478
13472,,,,,,,8,44767,56310,241
13473,842,169,20.0712589074,138,16.3895486936,,7,42157.2027,50169.9988,810
13475,,,,,,,3,45943,57380,17
13476,,,,,,1,23,53339.7671,65422.7361,3037
13477,,,,,,,,51523.3559,64022.2534,1329
13478,1654,374,22.6118500605,300,18.1378476421,,16,53220.7548,61602.1368,3331
13479,,,,,,,6,,,
13480,503,108,21.4711729622,70,13.916500994,1,15,50139.1917,59962.8516,3626
13483,,,,,,,,45414.2232,53737.8068,225
13484,,,,,,,,54648,65191,200
13485,,,,,,,1,42448.3999,52735.1227,1179
13486,,,,,,,3,58327.2725,68319.925,885
13488,,,,,,,,45772,55950,134
13489,,,,,,,3,42287.0044,50159.8528,680
13490,512,108,21.09375,92,17.96875,2,14,65096,73551,1571
13491,448,99,22.0982142857,69,15.4017857143,1,15,47522.8264,56762.3367,3752
13492,,,,,,,33,61500.0219,71516.7556,11500
13493,,,,,,,7,23571.708,28029.916,1105
13494,,,,,,,5,46250,49446,389
13495,1980,346,17.4747474747,294,14.8484848485,,21,38314.912,47229.3648,2253
13501,3586,784,21.8627997769,612,17.0663692136,3,149,32333.5307,44171.5094,35933
13502,,,,,,,154,41948.4215,48462.797,33124
13504,,,,,,,1,,,
13601,2477,484,19.5397658458,458,18.4901090028,2,219,43348.9995,53387.9514,37131
13602,,,,,,,,35766.9663,37862.8947,4456
13603,,,,,,,,35812.5624,39600.3656,7653
13605,,,,,,,24,53015.1404,64109.0668,4430
13606,919,197,21.436343852,180,19.5865070729,,4,55470.8335,64405.0826,2597
13607,410,94,22.9268292683,80,19.512195122,1,37,41638.5094,53303.1457,2074
13608,,,,,,,3,45192.2153,53873.3823,1712
13609,,,,,,,2,,,
13611,474,104,21.94092827,96,20.253164557,,4,,,
13612,,,,,,,6,48618.132,63132.206,2668
13613,777,235,30.2445302445,165,21.2355212355,1,8,39290.796,49273.1087,2518
13614,,,,,,,1,46528,61947,272
13615,,,,,,,5,61382,61731,1159
13616,,,,,,,3,44791.2057,54874.7823,2261
13617,956,186,19.4560669456,158,16.5271966527,1,47,23376.6927,25221.8924,4743
13618,,,,,,1,14,50733.5624,64372.4642,3071
13619,1791,374,20.8821887214,311,17.3646007817,1,36,42093.7801,52943.0658,10778
13620,,,,,,,1,42526.06,50843.2798,2134
13621,,,,,,,1,50358.9715,61137.4006,671
13622,265,80,30.1886792453,37,13.9622641509,,10,51866.3492,64917.7796,2246
13623,,,,,,,,44395,55568,28
13624,505,88,17.4257425743,122,24.1584158416,,33,49803.8012,61628.3921,4462
13625,,,,,,,4,49187,56181,1940
13626,241,38,15.7676348548,64,26.5560165975,,6,46771.6721,57978.4477,2294
13628,,,,,,,,39787,51593,228
13630,205,60,29.2682926829,28,13.6585365854,,6,40505.6946,48081.3599,1297
13631,,,,,,,1,,,
13632,,,,,,,2,,,
13633,,,,,,,,43273.8952,53545.5208,333
13634,889,198,22.272215973,121,13.6107986502,1,9,53875.8413,60896.6839,3753
13635,,,,,,,3,44205.6901,49271.8288,1143
13636,,,,,,,,41908,51553,301
13637,,,,,,,22,41278.4336,56120.5616,3851
13638,,,,,,,1,48696,63296,347
13639,,,,,,,,38922,45454,285
13640,,,,,,,5,43265.9992,54954.4876,285
13641,,,,,,,1,49783,61567,79
13642,1066,208,19.512195122,208,19.512195122,2,31,43269.3961,51885.2435,10301
13643,,,,,,,3,43950,53267,35
13646,,,,,,1,5,45238.4303,58086.4535,2228
13647,,,,,,,1,49187,56181,7
13648,342,63,18.4210526316,92,26.9005847953,,12,34173.4467,39345.2058,1826
13649,,,,,,,1,,,
13650,,,,,,,5,47760.5198,62278.4276,1396
13651,,,,,,,3,50750,67757,124
13652,,,,,,,1,39069.1389,45414.1318,1613
13654,317,77,24.2902208202,74,23.3438485804,,4,47853.4518,57095.3904,2424
13655,,,,,,,2,43334.1172,47498.8294,2990
13656,296,62,20.9459459459,78,26.3513513514,1,6,46113.0454,56952.5516,2521
13657,,,,,,,2,,,
13658,534,116,21.7228464419,82,15.3558052434,,2,45114.8484,56229.4208,2379
13659,,,,,,,1,45829.885,56049.008,603
13660,637,142,22.2919937206,134,21.0361067504,,5,46167.09,56425.8965,1972
13661,,,,,,,4,41944.6649,51779.33,1666
13662,2162,680,31.4523589269,430,19.8889916744,3,69,41520.8756,50644.4634,16686
13664,,,,,,,4,46528,61947,460
13665,,,,,,,1,41069.6566,51678.9464,819
13666,,,,,,,,38922,45454,270
13667,,,,,,,4,39116.4413,55042.4773,3373
13668,685,176,25.6934306569,124,18.102189781,1,8,42071.1872,55110.7576,3306
13669,781,158,20.2304737516,120,15.3649167734,3,50,39234.5999,48613.801,17597
13670,,,,,,,2,38922,45454,499
13672,417,110,26.3788968825,76,18.2254196643,,4,48104.0174,55227.5398,474
13673,2717,405,14.9061464851,554,20.3901361796,1,8,41289.4796,56036.9664,2389
13674,,,,,,,2,41908,51553,137
13675,,,,,,,,40981,52636,105
13676,1132,211,18.6395759717,212,18.7279151943,7,59,32176.6925,45573.8716,16585
13678,,,,,,,1,37224,53909,154
13679,,,,,,,5,42648.8669,53234.5465,1726
13680,,,,,,,1,49695.4103,55729.1756,1263
13681,,,,,,,,42302.6525,51021.0215,792
13682,,,,,,,,60211.9017,72497.5192,861
13684,402,96,23.8805970149,77,19.1542288557,,5,43707.1707,48959.0129,1021
13685,232,65,28.0172413793,34,14.6551724138,,18,52860.7923,60774.5989,2118
13687,,,,,,,2,49187,56181,466
13690,261,60,22.9885057471,60,22.9885057471,,6,38922,45454,957
13691,,,,,,,7,44593.0831,53600.1071,2671
13692,,,,,,,2,49783,61567,37
13693,,,,,,,3,51531,66726,418
13694,,,,,,,6,46404,56444,1415
13695,,,,,,,3,38922,45454,33
13696,,,,,,,,39140,49189,84
13697,,,,,,1,4,39399.3368,49216.0414,2137
13699,,,,,,,1,,,
13730,422,116,27.4881516588,70,16.5876777251,,13,40727.0264,50235.6744,2782
13731,,,,,,,5,37628.8016,56273.5888,1180
13732,,,,,,,24,68091.6185,77228.28,8485
13733,523,97,18.5468451243,82,15.6787762906,,18,45376.6642,53799.8393,5377
13734,,,,,,,,45345.6565,53314.7632,2256
13736,,,,,,,2,49364.7017,57229.1345,2270
13739,,,,,,,1,45128.156,51905.384,852
13740,,,,,,,2,840.775,1021.9768,10
13743,,,,,,1,14,49206.5286,57973.7792,3708
13744,,,,,,,,57534.0203,69928.6926,1191
13745,,,,,,,2,,,
13746,,,,,,,6,49412.9607,60101.3086,2465
13747,,,,,,,1,,,
13748,1127,251,22.2715173026,202,17.9236912156,,19,52546,61390,4141
13750,,,,,,,3,48711.9634,53170.3948,1075
13751,,,,,,,1,48271,52042,175
13752,,,,,,,1,42048.4717,57813.8073,754
13753,470,80,17.0212765957,98,20.8510638298,,37,40380.026,48596.4374,4450
13754,391,92,23.5294117647,68,17.3913043478,2,24,39120.8768,49321.9276,3410
13755,193,42,21.7616580311,50,25.9067357513,,4,41804,47224,1200
13756,,,,,,,2,36826.9398,51410.8595,610
13757,,,,,,,1,49975.3507,56403.3154,1072
13758,,,,,,,1,,,
13760,2520,494,19.6031746032,388,15.3968253968,,196,51401.9884,62435.1857,44106
13774,,,,,,,1,36743,51443,252
13775,225,58,25.7777777778,56,24.8888888889,,5,49692.8948,58831.5527,1811
13776,245,42,17.1428571429,48,19.5918367347,,3,45958,55833,469
13777,,,,,,,2,51003.033,57374.2991,770
13778,742,142,19.1374663073,122,16.4420485175,1,21,46606.4465,55913.2787,6100
13780,,,,,,,4,47021.4919,53269.7721,1045
13782,,,,,,,1,39140.6793,55535.5221,775
13783,239,84,35.1464435146,40,16.7364016736,,21,36908.4296,50877.9425,2633
13784,,,,,,,1,54745,64600,175
13786,,,,,,,,48358.8964,52266.9208,477
13787,757,152,20.0792602378,112,14.7952443857,,10,49476.5495,54856.9944,3672
13788,,,,,,,3,5062.178,5648.492,92
13790,1584,354,22.3484848485,232,14.6464646465,,88,41871.9246,50875.42,19409
13794,,,,,,,,46793,59469,105
13795,,,,,,,10,50905.1258,62163.9746,3755
13796,,,,,,,2,6373.0146,7697.667,165
13797,,,,,,,8,47320.3213,58803.5439,2214
13801,,,,,,,5,47579.5736,58148.152,1399
13802,,,,,,,6,52410.888,59296.5968,721
13803,370,82,22.1621621622,76,20.5405405405,,15,49013.0861,60089.9593,4064
13804,,,,,,,2,37775,47918,423
13806,,,,,,,,50740,58360,150
13807,,,,,,,14,43976.0706,57635.1479,1403
13808,,,,,,1,5,45998.9603,55851.3896,1768
13809,,,,,,,3,46324.9271,51573.2363,1675
13810,,,,,,,1,29718.9435,36107.1984,788
13811,1015,166,16.354679803,146,14.3842364532,,12,49222.8944,56637.4217,4495
13812,,,,,,,14,44466,52460,2392
13813,,,,,,,1,47681.3027,53835.6516,1017
13814,,,,,,,1,,,
13815,1365,272,19.9267399267,296,21.684981685,2,56,37837.6009,52863.734,14100
